Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","6.9200","3.4612","0.2047"
"","6.9400","3.4627","0.2070"
"","6.9600","3.4642","0.2069"
"","6.9800","3.4658","0.2080"
"","7.0000","3.4675","0.2070"
"","7.0200","3.4692","0.2123"
"","7.0400","3.4711","0.2093"
"","7.0600","3.4731","0.2119"
"","7.0800","3.4751","0.2108"
"","7.1000","3.4770","0.2138"
"","7.1200","3.4789","0.2122"
"","7.1400","3.4807","0.2170"
"","7.1600","3.4824","0.2140"
"","7.1800","3.4841","0.2165"
"","7.2000","3.4858","0.2174"
"","7.2200","3.4873","0.2161"
"","7.2400","3.4888","0.2174"
"","7.2600","3.4903","0.2177"
"","7.2800","3.4918","0.2212"
"","7.3000","3.4933","0.2168"
"","7.3200","3.4948","0.2172"
"","7.3400","3.4963","0.2200"
"","7.3600","3.4979","0.2167"
"","7.3800","3.4995","0.2227"
"","7.4000","3.5010","0.2198"
"","7.4200","3.5027","0.2214"
"","7.4400","3.5044","0.2258"
"","7.4600","3.5062","0.2210"
"","7.4800","3.5081","0.2237"
"","7.5000","3.5099","0.2231"
"","7.5200","3.5118","0.2267"
"","7.5400","3.5136","0.2241"
"","7.5600","3.5154","0.2245"
"","7.5800","3.5171","0.2298"
"","7.6000","3.5188","0.2263"
"","7.6200","3.5204","0.2293"
"","7.6400","3.5221","0.2352"
"","7.6600","3.5237","0.2269"
"","7.6800","3.5253","0.2337"
"","7.7000","3.5269","0.2287"
"","7.7200","3.5285","0.2328"
"","7.7400","3.5301","0.2343"
"","7.7600","3.5317","0.2315"
"","7.7800","3.5332","0.2371"
"","7.8000","3.5347","0.2325"
"","7.8200","3.5363","0.2342"
"","7.8400","3.5379","0.2364"
"","7.8600","3.5395","0.2374"
"","7.8800","3.5412","0.2355"
"","7.9000","3.5429","0.2359"
"","7.9200","3.5447","0.2381"
"","7.9400","3.5465","0.2412"
"","7.9600","3.5483","0.2408"
"","7.9800","3.5501","0.2368"
"","8.0000","3.5520","0.2419"
"","8.0200","3.5537","0.2390"
"","8.0400","3.5554","0.2449"
"","8.0600","3.5570","0.2407"
"","8.0800","3.5587","0.2415"
"","8.1000","3.5603","0.2419"
"","8.1200","3.5619","0.2419"
"","8.1400","3.5635","0.2496"
"","8.1600","3.5651","0.2399"
"","8.1800","3.5667","0.2504"
"","8.2000","3.5683","0.2410"
"","8.2200","3.5700","0.2498"
"","8.2400","3.5716","0.2465"
"","8.2600","3.5733","0.2475"
"","8.2800","3.5751","0.2521"
"","8.3000","3.5769","0.2430"
"","8.3200","3.5787","0.2570"
"","8.3400","3.5804","0.2500"
"","8.3600","3.5820","0.2547"
"","8.3800","3.5836","0.2488"
"","8.4000","3.5852","0.2555"
"","8.4200","3.5868","0.2545"
"","8.4400","3.5884","0.2528"
"","8.4600","3.5901","0.2596"
"","8.4800","3.5918","0.2500"
"","8.5000","3.5934","0.2565"
"","8.5200","3.5950","0.2541"
"","8.5400","3.5967","0.2601"
"","8.5600","3.5983","0.2555"
"","8.5800","3.5998","0.2587"
"","8.6000","3.6014","0.2595"
"","8.6200","3.6030","0.2578"
"","8.6400","3.6048","0.2615"
"","8.6600","3.6065","0.2613"
"","8.6800","3.6083","0.2605"
"","8.7000","3.6101","0.2596"
"","8.7200","3.6120","0.2653"
"","8.7400","3.6138","0.2663"
"","8.7600","3.6156","0.2672"
"","8.7800","3.6173","0.2640"
"","8.8000","3.6188","0.2665"
"","8.8200","3.6204","0.2631"
"","8.8400","3.6219","0.2704"
"","8.8600","3.6235","0.2646"
"","8.8800","3.6251","0.2682"
"","8.9000","3.6267","0.2690"
"","8.9200","3.6282","0.2701"
"","8.9400","3.6298","0.2710"
"","8.9600","3.6314","0.2668"
"","8.9800","3.6330","0.2740"
"","9.0000","3.6346","0.2708"
"","9.0200","3.6363","0.2723"
"","9.0400","3.6379","0.2736"
"","9.0600","3.6397","0.2700"
"","9.0800","3.6416","0.2732"
"","9.1000","3.6435","0.2729"
"","9.1200","3.6454","0.2745"
"","9.1400","3.6473","0.2750"
"","9.1600","3.6491","0.2771"
"","9.1800","3.6508","0.2738"
"","9.2000","3.6525","0.2798"
"","9.2200","3.6541","0.2759"
"","9.2400","3.6557","0.2808"
"","9.2600","3.6572","0.2803"
"","9.2800","3.6586","0.2792"
"","9.3000","3.6601","0.2850"
"","9.3200","3.6615","0.2754"
"","9.3400","3.6631","0.2874"
"","9.3600","3.6647","0.2798"
"","9.3800","3.6663","0.2849"
"","9.4000","3.6679","0.2839"
"","9.4200","3.6695","0.2839"
"","9.4400","3.6711","0.2883"
"","9.4600","3.6727","0.2804"
"","9.4800","3.6744","0.2913"
"","9.5000","3.6762","0.2843"
"","9.5200","3.6781","0.2870"
"","9.5400","3.6799","0.2891"
"","9.5600","3.6818","0.2901"
"","9.5800","3.6836","0.2945"
"","9.6000","3.6855","0.2887"
"","9.6200","3.6873","0.2925"
"","9.6400","3.6890","0.2941"
"","9.6600","3.6907","0.2929"
"","9.6800","3.6923","0.2939"
"","9.7000","3.6939","0.2952"
"","9.7200","3.6955","0.2914"
"","9.7400","3.6971","0.2962"
"","9.7600","3.6987","0.2973"
"","9.7800","3.7003","0.2971"
"","9.8000","3.7018","0.2961"
"","9.8200","3.7033","0.2982"
"","9.8400","3.7048","0.2993"
"","9.8600","3.7063","0.2979"
"","9.8800","3.7080","0.2991"
"","9.9000","3.7097","0.2975"
"","9.9200","3.7114","0.3024"
"","9.9400","3.7132","0.3004"
"","9.9600","3.7149","0.3041"
"","9.9800","3.7167","0.3022"
"","10.0000","3.7185","0.3046"
"","10.0200","3.7202","0.2988"
"","10.0400","3.7219","0.3077"
"","10.0600","3.7235","0.3065"
"","10.0800","3.7252","0.3039"
"","10.1000","3.7269","0.3096"
"","10.1200","3.7286","0.3028"
"","10.1400","3.7302","0.3095"
"","10.1600","3.7319","0.3049"
"","10.1800","3.7334","0.3119"
"","10.2000","3.7350","0.3134"
"","10.2200","3.7366","0.3053"
"","10.2400","3.7381","0.3117"
"","10.2600","3.7398","0.3091"
"","10.2800","3.7414","0.3135"
"","10.3000","3.7430","0.3108"
"","10.3200","3.7447","0.3123"
"","10.3400","3.7464","0.3126"
"","10.3600","3.7482","0.3196"
"","10.3800","3.7500","0.3134"
"","10.4000","3.7518","0.3167"
"","10.4200","3.7536","0.3169"
"","10.4400","3.7553","0.3113"
"","10.4600","3.7570","0.3163"
"","10.4800","3.7587","0.3170"
"","10.5000","3.7603","0.3230"
"","10.5200","3.7619","0.3139"
"","10.5400","3.7636","0.3251"
"","10.5600","3.7652","0.3192"
"","10.5800","3.7668","0.3211"
"","10.6000","3.7684","0.3263"
"","10.6200","3.7700","0.3168"
"","10.6400","3.7716","0.3249"
"","10.6600","3.7732","0.3221"
"","10.6800","3.7748","0.3222"
"","10.7000","3.7765","0.3256"
"","10.7200","3.7783","0.3218"
"","10.7400","3.7802","0.3279"
"","10.7600","3.7820","0.3265"
"","10.7800","3.7838","0.3271"
"","10.8000","3.7855","0.3279"
"","10.8200","3.7871","0.3263"
"","10.8400","3.7887","0.3282"
"","10.8600","3.7902","0.3298"
"","10.8800","3.7917","0.3274"
"","10.9000","3.7932","0.3339"
"","10.9200","3.7947","0.3258"
"","10.9400","3.7964","0.3326"
"","10.9600","3.7980","0.3294"
"","10.9800","3.7996","0.3339"
"","11.0000","3.8013","0.3343"
"","11.0200","3.8029","0.3291"
"","11.0400","3.8046","0.3372"
"","11.0600","3.8061","0.3316"
"","11.0800","3.8077","0.3402"
"","11.1000","3.8095","0.3366"
"","11.1200","3.8113","0.3335"
"","11.1400","3.8132","0.3407"
"","11.1600","3.8150","0.3362"
"","11.1800","3.8169","0.3422"
"","11.2000","3.8188","0.3399"
"","11.2200","3.8206","0.3385"
"","11.2400","3.8224","0.3403"
"","11.2600","3.8241","0.3426"
"","11.2800","3.8256","0.3417"
"","11.3000","3.8271","0.3419"
"","11.3200","3.8286","0.3448"
"","11.3400","3.8301","0.3417"
"","11.3600","3.8315","0.3453"
"","11.3800","3.8331","0.3473"
"","11.4000","3.8346","0.3453"
"","11.4200","3.8362","0.3445"
"","11.4400","3.8378","0.3475"
"","11.4600","3.8393","0.3430"
"","11.4800","3.8409","0.3545"
"","11.5000","3.8426","0.3504"
"","11.5200","3.8444","0.3523"
"","11.5400","3.8463","0.3524"
"","11.5600","3.8482","0.3510"
"","11.5800","3.8502","0.3535"
"","11.6000","3.8520","0.3513"
"","11.6200","3.8539","0.3549"
"","11.6400","3.8557","0.3511"
"","11.6600","3.8574","0.3541"
"","11.6800","3.8590","0.3540"
"","11.7000","3.8605","0.3547"
"","11.7200","3.8621","0.3550"
"","11.7400","3.8637","0.3533"
"","11.7600","3.8653","0.3584"
"","11.7800","3.8668","0.3579"
"","11.8000","3.8683","0.3578"
"","11.8200","3.8698","0.3584"
"","11.8400","3.8713","0.3584"
"","11.8600","3.8728","0.3597"
"","11.8800","3.8743","0.3594"
"","11.9000","3.8758","0.3618"
"","11.9200","3.8774","0.3607"
"","11.9400","3.8792","0.3623"
"","11.9600","3.8811","0.3652"
"","11.9800","3.8830","0.3636"
"","12.0000","3.8849","0.3649"
"","12.0200","3.8868","0.3646"
"","12.0400","3.8887","0.3640"
"","12.0600","3.8906","0.3676"
"","12.0800","3.8924","0.3651"
"","12.1000","3.8941","0.3690"
"","12.1200","3.8957","0.3680"
"","12.1400","3.8973","0.3698"
"","12.1600","3.8989","0.3702"
"","12.1800","3.9004","0.3716"
"","12.2000","3.9020","0.3698"
"","12.2200","3.9036","0.3708"
"","12.2400","3.9051","0.3711"
"","12.2600","3.9067","0.3709"
"","12.2800","3.9082","0.3729"
"","12.3000","3.9097","0.3724"
"","12.3200","3.9113","0.3737"
"","12.3400","3.9129","0.3736"
"","12.3600","3.9146","0.3768"
"","12.3800","3.9164","0.3755"
"","12.4000","3.9182","0.3767"
"","12.4200","3.9200","0.3758"
"","12.4400","3.9218","0.3761"
"","12.4600","3.9235","0.3797"
"","12.4800","3.9252","0.3772"
"","12.5000","3.9268","0.3802"
"","12.5200","3.9284","0.3800"
"","12.5400","3.9300","0.3794"
"","12.5600","3.9318","0.3823"
"","12.5800","3.9336","0.3798"
"","12.6000","3.9352","0.3825"
"","12.6200","3.9368","0.3811"
"","12.6400","3.9384","0.3848"
"","12.6600","3.9401","0.3801"
"","12.6800","3.9417","0.3878"
"","12.7000","3.9432","0.3824"
"","12.7200","3.9448","0.3846"
"","12.7400","3.9465","0.3875"
"","12.7600","3.9482","0.3867"
"","12.7800","3.9500","0.3896"
"","12.8000","3.9517","0.3875"
"","12.8200","3.9534","0.3889"
"","12.8400","3.9551","0.3879"
"","12.8600","3.9568","0.3916"
"","12.8800","3.9585","0.3931"
"","12.9000","3.9602","0.3916"
"","12.9200","3.9619","0.3922"
"","12.9400","3.9635","0.3912"
"","12.9600","3.9652","0.3954"
"","12.9800","3.9668","0.3940"
"","13.0000","3.9684","0.3950"
"","13.0200","3.9700","0.3934"
"","13.0400","3.9716","0.3969"
"","13.0600","3.9733","0.3962"
